ROUND;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108
USERGRP183;1;3;3;3;1;1;3;2;2;2;2;1;3;1;2;2;2;2;2;2;3;3;1;1;3;1;1;2;1;2;2;3;2;2;2;3;1;3;1;1;1;1;3;3;2;3;1;2;1;3;2;2;1;3;3;3;3;2;3;3;1;3;2;3;1;3;1;3;2;3;3;2;2;1;1;1;2;1;1;3;1;2;1;3;3;1;2;3;2;2;2;3;2;1;2;1;2;2;1;1;1;2;1;1;2;2;1;2
USERGRP184;3;2;2;3;2;2;1;1;2;1;3;1;1;2;2;2;3;2;2;3;2;1;3;3;2;2;3;3;2;3;3;3;2;3;1;2;1;3;3;3;1;1;3;2;2;2;2;1;3;1;2;2;2;2;2;2;3;3;1;1;3;1;1;2;1;2;2;3;2;2;2;3;1;3;1;1;1;1;3;3;2;3;1;2;1;3;2;2;1;3;3;3;3;2;3;3;1;3;2;3;1;3;1;3;2;3;3;2
USERGRP185;2;1;2;2;1;2;2;3;2;1;3;3;2;1;1;1;3;3;2;2;1;1;3;2;1;2;2;3;1;2;1;1;2;1;2;3;3;2;2;3;2;2;1;1;2;1;3;1;1;2;2;2;3;2;2;3;2;1;3;3;2;2;3;3;2;3;3;3;2;3;1;2;1;3;3;3;1;1;3;2;2;2;2;1;3;1;2;2;2;2;2;2;3;3;1;1;3;1;1;2;1;2;2;3;2;2;2;3
USERGRP186;2;1;2;1;1;1;2;1;1;3;2;1;2;3;3;1;1;3;3;2;2;3;1;3;2;2;3;3;1;1;1;3;3;3;1;3;2;1;2;2;1;2;2;3;2;1;3;3;2;1;1;1;3;3;2;2;1;1;3;2;1;2;2;3;1;2;1;1;2;1;2;3;3;2;2;3;2;2;1;1;2;1;3;1;1;2;2;2;3;2;2;3;2;1;3;3;2;2;3;3;2;3;3;3;2;3;1;2
USERGRP187;2;1;2;1;1;1;1;2;1;3;2;3;1;3;3;3;1;1;3;1;2;3;2;2;2;2;3;1;3;1;1;2;1;3;1;3;2;1;2;1;1;1;2;1;1;3;2;1;2;3;3;1;1;3;3;2;2;3;1;3;2;2;3;3;1;1;1;3;3;3;1;3;2;1;2;2;1;2;2;3;2;1;3;3;2;1;1;1;3;3;2;2;1;1;3;2;1;2;2;3;1;2;1;1;2;1;2;3
USERGRP188;2;3;1;2;2;3;1;2;1;3;2;3;1;1;1;2;1;3;3;1;3;1;1;2;2;3;2;3;3;3;2;3;2;2;1;1;2;1;2;1;1;1;1;2;1;3;2;3;1;3;3;3;1;1;3;1;2;3;2;2;2;2;3;1;3;1;1;2;1;3;1;3;2;1;2;1;1;1;2;1;1;3;2;1;2;3;3;1;1;3;3;2;2;3;1;3;2;2;3;3;1;1;1;3;3;3;1;3
USERGRP189;3;1;3;1;1;1;3;3;2;1;1;3;2;1;3;2;1;3;2;2;1;3;3;1;1;1;1;3;3;3;3;2;1;1;2;2;2;3;1;2;2;3;1;2;1;3;2;3;1;1;1;2;1;3;3;1;3;1;1;2;2;3;2;3;3;3;2;3;2;2;1;1;2;1;2;1;1;1;1;2;1;3;2;3;1;3;3;3;1;1;3;1;2;3;2;2;2;2;3;1;3;1;1;2;1;3;1;3
USERGRP190;2;3;2;3;3;3;1;2;3;1;3;2;3;2;1;1;2;1;3;2;2;3;2;2;3;3;3;1;3;1;1;3;1;1;2;1;3;1;3;1;1;1;3;3;2;1;1;3;2;1;3;2;1;3;2;2;1;3;3;1;1;1;1;3;3;3;3;2;1;1;2;2;2;3;1;2;2;3;1;2;1;3;2;3;1;1;1;2;1;3;3;1;3;1;1;2;2;3;2;3;3;3;2;3;2;2;1;1
USERGRP191;2;1;1;1;3;1;2;3;3;2;3;2;3;3;2;2;2;2;3;2;3;2;2;2;1;1;3;1;2;2;3;2;2;3;3;3;2;3;2;3;3;3;1;2;3;1;3;2;3;2;1;1;2;1;3;2;2;3;2;2;3;3;3;1;3;1;1;3;1;1;2;1;3;1;3;1;1;1;3;3;2;1;1;3;2;1;3;2;1;3;2;2;1;3;3;1;1;1;1;3;3;3;3;2;1;1;2;2
USERGRP192;2;3;2;2;2;3;3;2;3;2;2;2;2;1;1;1;1;3;3;3;2;2;3;2;2;2;2;3;3;1;1;1;1;3;3;2;2;1;1;1;3;1;2;3;3;2;3;2;3;3;2;2;2;2;3;2;3;2;2;2;1;1;3;1;2;2;3;2;2;3;3;3;2;3;2;3;3;3;1;2;3;1;3;2;3;2;1;1;2;1;3;2;2;3;2;2;3;3;3;1;3;1;1;3;1;1;2;1
USERGRP193;1;3;1;2;2;1;1;1;1;1;3;1;1;3;1;3;1;1;1;2;1;2;1;3;2;3;1;1;2;2;3;1;3;2;3;3;2;3;2;2;2;3;3;2;3;2;2;2;2;1;1;1;1;3;3;3;2;2;3;2;2;2;2;3;3;1;1;1;1;3;3;2;2;1;1;1;3;1;2;3;3;2;3;2;3;3;2;2;2;2;3;2;3;2;2;2;1;1;3;1;2;2;3;2;2;3;3;3
USERGRP194;1;3;2;2;1;2;3;2;1;3;1;1;1;1;1;3;2;1;2;2;3;2;1;2;1;3;3;2;1;3;1;2;2;3;3;1;1;3;1;2;2;1;1;1;1;1;3;1;1;3;1;3;1;1;1;2;1;2;1;3;2;3;1;1;2;2;3;1;3;2;3;3;2;3;2;2;2;3;3;2;3;2;2;2;2;1;1;1;1;3;3;3;2;2;3;2;2;2;2;3;3;1;1;1;1;3;3;2
USERGRP195;1;2;1;2;1;1;3;1;2;2;3;2;1;3;3;3;2;2;2;1;2;2;3;2;2;3;1;3;3;3;2;1;2;3;1;1;1;3;2;2;1;2;3;2;1;3;1;1;1;1;1;3;2;1;2;2;3;2;1;2;1;3;3;2;1;3;1;2;2;3;3;1;1;3;1;2;2;1;1;1;1;1;3;1;1;3;1;3;1;1;1;2;1;2;1;3;2;3;1;1;2;2;3;1;3;2;3;3
USERGRP196;2;3;2;2;1;1;3;1;2;2;2;3;1;2;1;2;1;3;2;3;2;1;3;3;2;1;3;3;3;3;1;2;2;1;2;2;1;2;1;2;1;1;3;1;2;2;3;2;1;3;3;3;2;2;2;1;2;2;3;2;2;3;1;3;3;3;2;1;2;3;1;1;1;3;2;2;1;2;3;2;1;3;1;1;1;1;1;3;2;1;2;2;3;2;1;2;1;3;3;2;1;3;1;2;2;3;3;1
USERGRP197;3;3;2;1;3;1;3;2;3;2;1;2;1;3;3;2;1;3;1;2;1;2;3;1;2;2;1;3;2;1;2;3;1;2;3;2;2;3;2;2;1;1;3;1;2;2;2;3;1;2;1;2;1;3;2;3;2;1;3;3;2;1;3;3;3;3;1;2;2;1;2;2;1;2;1;2;1;1;3;1;2;2;3;2;1;3;3;3;2;2;2;1;2;2;3;2;2;3;1;3;3;3;2;1;2;3;1;1
USERGRP198;1;2;1;3;3;3;1;3;1;3;2;2;2;1;1;1;3;3;2;2;2;3;1;3;3;3;2;1;1;1;2;3;1;1;3;3;3;3;2;1;3;1;3;2;3;2;1;2;1;3;3;2;1;3;1;2;1;2;3;1;2;2;1;3;2;1;2;3;1;2;3;2;2;3;2;2;1;1;3;1;2;2;2;3;1;2;1;2;1;3;2;3;2;1;3;3;2;1;3;3;3;3;1;2;2;1;2;2
USERGRP199;3;1;3;2;2;2;3;2;3;3;2;1;2;2;3;2;2;3;3;3;1;1;2;1;3;1;1;1;2;2;2;3;1;2;1;3;1;2;1;3;3;3;1;3;1;3;2;2;2;1;1;1;3;3;2;2;2;3;1;3;3;3;2;1;1;1;2;3;1;1;3;3;3;3;2;1;3;1;3;2;3;2;1;2;1;3;3;2;1;3;1;2;1;2;3;1;2;2;1;3;2;1;2;3;1;2;3;2
USERGRP200;2;3;1;2;1;3;1;2;3;2;2;2;2;3;2;2;1;3;3;2;1;2;1;1;2;3;2;1;1;3;3;3;1;3;3;1;3;1;3;2;2;2;3;2;3;3;2;1;2;2;3;2;2;3;3;3;1;1;2;1;3;1;1;1;2;2;2;3;1;2;1;3;1;2;1;3;3;3;1;3;1;3;2;2;2;1;1;1;3;3;2;2;2;3;1;3;3;3;2;1;1;1;2;3;1;1;3;3
USERGRP201;2;2;1;2;1;1;1;1;3;3;2;3;1;2;2;3;3;2;1;3;1;1;3;3;1;2;1;2;2;3;2;2;1;2;1;2;2;3;1;2;1;3;1;2;3;2;2;2;2;3;2;2;1;3;3;2;1;2;1;1;2;3;2;1;1;3;3;3;1;3;3;1;3;1;3;2;2;2;3;2;3;3;2;1;2;2;3;2;2;3;3;3;1;1;2;1;3;1;1;1;2;2;2;3;1;2;1;3
USERGRP202;1;3;3;2;1;2;3;2;1;1;2;3;2;1;2;1;1;2;1;1;2;1;3;3;1;2;2;2;3;3;2;1;3;3;1;3;2;2;1;2;1;1;1;1;3;3;2;3;1;2;2;3;3;2;1;3;1;1;3;3;1;2;1;2;2;3;2;2;1;2;1;2;2;3;1;2;1;3;1;2;3;2;2;2;2;3;2;2;1;3;3;2;1;2;1;1;2;3;2;1;1;3;3;3;1;3;3;1
USERGRP203;2;1;2;1;2;2;1;1;3;1;3;1;3;1;1;1;2;1;3;1;1;2;2;1;1;2;2;1;3;2;1;2;2;3;3;1;1;3;3;2;1;2;3;2;1;1;2;3;2;1;2;1;1;2;1;1;2;1;3;3;1;2;2;2;3;3;2;1;3;3;1;3;2;2;1;2;1;1;1;1;3;3;2;3;1;2;2;3;3;2;1;3;1;1;3;3;1;2;1;2;2;3;2;2;1;2;1;2
USERGRP204;1;3;1;3;1;2;3;3;2;1;3;1;2;2;2;2;1;3;2;3;2;1;1;2;1;2;2;3;1;2;1;1;2;2;1;2;2;1;2;1;2;2;1;1;3;1;3;1;3;1;1;1;2;1;3;1;1;2;2;1;1;2;2;1;3;2;1;2;2;3;3;1;1;3;3;2;1;2;3;2;1;1;2;3;2;1;2;1;1;2;1;1;2;1;3;3;1;2;2;2;3;3;2;1;3;3;1;3
USERGRP205;1;2;2;2;3;3;1;1;1;2;3;1;1;2;2;1;3;3;2;3;2;1;3;2;1;1;1;1;1;3;2;3;1;1;1;1;1;3;1;3;1;2;3;3;2;1;3;1;2;2;2;2;1;3;2;3;2;1;1;2;1;2;2;3;1;2;1;1;2;2;1;2;2;1;2;1;2;2;1;1;3;1;3;1;3;1;1;1;2;1;3;1;1;2;2;1;1;2;2;1;3;2;1;2;2;3;3;1
USERGRP206;1;3;1;2;2;3;2;2;2;2;2;3;2;2;3;2;2;3;1;1;2;3;1;1;1;2;3;2;1;3;1;3;1;1;3;3;1;2;2;2;3;3;1;1;1;2;3;1;1;2;2;1;3;3;2;3;2;1;3;2;1;1;1;1;1;3;2;3;1;1;1;1;1;3;1;3;1;2;3;3;2;1;3;1;2;2;2;2;1;3;2;3;2;1;1;2;1;2;2;3;1;2;1;1;2;2;1;2
USERGRP207;1;2;1;3;3;2;1;3;1;2;2;1;1;2;1;3;1;2;3;3;2;1;3;1;1;1;2;1;2;3;3;3;2;1;1;1;1;3;1;2;2;3;2;2;2;2;2;3;2;2;3;2;2;3;1;1;2;3;1;1;1;2;3;2;1;3;1;3;1;1;3;3;1;2;2;2;3;3;1;1;1;2;3;1;1;2;2;1;3;3;2;3;2;1;3;2;1;1;1;1;1;3;2;3;1;1;1;1
USERGRP208;1;3;2;2;3;1;3;2;2;2;2;2;1;1;2;1;3;2;3;3;1;2;1;1;3;1;3;3;1;1;3;3;3;2;3;1;1;2;1;3;3;2;1;3;1;2;2;1;1;2;1;3;1;2;3;3;2;1;3;1;1;1;2;1;2;3;3;3;2;1;1;1;1;3;1;2;2;3;2;2;2;2;2;3;2;2;3;2;2;3;1;1;2;3;1;1;1;2;3;2;1;3;1;3;1;1;3;3
USERGRP209;2;1;2;1;3;2;1;1;2;3;2;3;1;2;1;2;2;2;3;2;3;2;1;1;2;1;3;3;2;1;3;3;2;2;1;2;1;3;2;2;3;1;3;2;2;2;2;2;1;1;2;1;3;2;3;3;1;2;1;1;3;1;3;3;1;1;3;3;3;2;3;1;1;2;1;3;3;2;1;3;1;2;2;1;1;2;1;3;1;2;3;3;2;1;3;1;1;1;2;1;2;3;3;3;2;1;1;1
USERGRP210;2;1;3;3;3;1;1;3;2;3;3;3;3;1;3;3;2;2;2;1;3;3;2;1;1;2;3;1;1;3;2;2;3;3;1;2;2;1;2;1;3;2;1;1;2;3;2;3;1;2;1;2;2;2;3;2;3;2;1;1;2;1;3;3;2;1;3;3;2;2;1;2;1;3;2;2;3;1;3;2;2;2;2;2;1;1;2;1;3;2;3;3;1;2;1;1;3;1;3;3;1;1;3;3;3;2;3;1
USERGRP211;1;1;2;3;1;3;3;3;2;3;1;1;2;3;2;2;2;2;2;1;3;3;3;2;1;1;1;1;2;3;2;2;2;2;3;2;2;1;3;3;3;1;1;3;2;3;3;3;3;1;3;3;2;2;2;1;3;3;2;1;1;2;3;1;1;3;2;2;3;3;1;2;2;1;2;1;3;2;1;1;2;3;2;3;1;2;1;2;2;2;3;2;3;2;1;1;2;1;3;3;2;1;3;3;2;2;1;2
USERGRP212;3;3;3;3;3;3;1;1;2;1;1;2;2;3;2;1;2;3;3;2;2;3;2;1;1;3;2;3;3;1;3;3;1;1;1;3;1;1;2;3;1;3;3;3;2;3;1;1;2;3;2;2;2;2;2;1;3;3;3;2;1;1;1;1;2;3;2;2;2;2;3;2;2;1;3;3;3;1;1;3;2;3;3;3;3;1;3;3;2;2;2;1;3;3;2;1;1;2;3;1;1;3;2;2;3;3;1;2
USERGRP213;3;3;1;3;1;3;3;2;3;3;1;2;3;1;3;2;1;3;2;3;1;3;2;2;3;2;3;2;2;1;2;3;2;3;3;3;3;3;3;3;3;3;1;1;2;1;1;2;2;3;2;1;2;3;3;2;2;3;2;1;1;3;2;3;3;1;3;3;1;1;1;3;1;1;2;3;1;3;3;3;2;3;1;1;2;3;2;2;2;2;2;1;3;3;3;2;1;1;1;1;2;3;2;2;2;2;3;2
USERGRP214;2;2;3;1;2;3;1;3;3;1;1;2;3;3;2;1;3;1;1;1;2;1;1;1;3;1;3;2;3;3;2;1;3;2;2;1;3;3;1;3;1;3;3;2;3;3;1;2;3;1;3;2;1;3;2;3;1;3;2;2;3;2;3;2;2;1;2;3;2;3;3;3;3;3;3;3;3;3;1;1;2;1;1;2;2;3;2;1;2;3;3;2;2;3;2;1;1;3;2;3;3;1;3;3;1;1;1;3
USERGRP215;1;2;3;2;1;2;1;3;1;2;1;2;2;2;3;2;1;1;3;2;1;2;1;3;3;1;1;1;2;1;1;3;3;2;3;2;2;2;3;1;2;3;1;3;3;1;1;2;3;3;2;1;3;1;1;1;2;1;1;1;3;1;3;2;3;3;2;1;3;2;2;1;3;3;1;3;1;3;3;2;3;3;1;2;3;1;3;2;1;3;2;3;1;3;2;2;3;2;3;2;2;1;2;3;2;3;3;3
USERGRP216;3;3;3;1;1;3;3;3;2;2;3;3;1;3;3;3;3;3;1;2;3;1;3;1;2;3;2;1;1;2;2;3;3;3;2;3;1;2;3;2;1;2;1;3;1;2;1;2;2;2;3;2;1;1;3;2;1;2;1;3;3;1;1;1;2;1;1;3;3;2;3;2;2;2;3;1;2;3;1;3;3;1;1;2;3;3;2;1;3;1;1;1;2;1;1;1;3;1;3;2;3;3;2;1;3;2;2;1
USERGRP217;3;2;3;1;3;3;3;3;3;2;3;1;2;1;1;2;2;3;3;3;2;3;2;1;3;1;2;1;3;3;3;3;1;2;3;1;3;3;3;1;1;3;3;3;2;2;3;3;1;3;3;3;3;3;1;2;3;1;3;1;2;3;2;1;1;2;2;3;3;3;2;3;1;2;3;2;1;2;1;3;1;2;1;2;2;2;3;2;1;1;3;2;1;2;1;3;3;1;1;1;2;1;1;3;3;2;3;2
USERGRP218;3;2;1;1;2;1;3;2;2;3;3;2;1;2;1;3;2;3;2;3;2;2;3;1;2;2;1;2;1;2;2;2;2;2;3;3;3;2;3;1;3;3;3;3;3;2;3;1;2;1;1;2;2;3;3;3;2;3;2;1;3;1;2;1;3;3;3;3;1;2;3;1;3;3;3;1;1;3;3;3;2;2;3;3;1;3;3;3;3;3;1;2;3;1;3;1;2;3;2;1;1;2;2;3;3;3;2;3
USERGRP219;3;1;1;1;1;2;3;2;1;1;1;1;3;2;1;2;2;1;3;3;2;2;3;3;2;1;1;3;2;2;2;3;2;3;2;2;3;2;1;1;2;1;3;2;2;3;3;2;1;2;1;3;2;3;2;3;2;2;3;1;2;2;1;2;1;2;2;2;2;2;3;3;3;2;3;1;3;3;3;3;3;2;3;1;2;1;1;2;2;3;3;3;2;3;2;1;3;1;2;1;3;3;3;3;1;2;3;1
USERGRP220;2;2;1;3;1;3;3;1;3;1;2;2;1;2;2;3;1;2;2;3;2;2;3;1;2;3;3;2;3;1;2;2;1;2;2;1;3;1;1;1;1;2;3;2;1;1;1;1;3;2;1;2;2;1;3;3;2;2;3;3;2;1;1;3;2;2;2;3;2;3;2;2;3;2;1;1;2;1;3;2;2;3;3;2;1;2;1;3;2;3;2;3;2;2;3;1;2;2;1;2;1;2;2;2;2;2;3;3
USERGRP221;2;1;3;1;1;2;3;3;3;3;3;3;2;3;2;1;1;1;3;3;2;1;2;2;2;2;3;1;2;3;1;1;1;2;2;3;2;2;1;3;1;3;3;1;3;1;2;2;1;2;2;3;1;2;2;3;2;2;3;1;2;3;3;2;3;1;2;2;1;2;2;1;3;1;1;1;1;2;3;2;1;1;1;1;3;2;1;2;2;1;3;3;2;2;3;3;2;1;1;3;2;2;2;3;2;3;2;2
USERGRP222;3;1;1;1;1;2;2;3;2;2;3;1;3;3;3;3;1;1;3;1;2;3;1;2;3;2;3;1;3;3;3;3;2;3;2;3;2;1;3;1;1;2;3;3;3;3;3;3;2;3;2;1;1;1;3;3;2;1;2;2;2;2;3;1;2;3;1;1;1;2;2;3;2;2;1;3;1;3;3;1;3;1;2;2;1;2;2;3;1;2;2;3;2;2;3;1;2;3;3;2;3;1;2;2;1;2;2;1
USERGRP223;2;2;1;3;3;1;2;1;2;3;1;2;1;3;2;2;1;3;3;1;1;2;2;1;3;2;2;2;3;1;3;1;1;2;3;1;3;1;1;1;1;2;2;3;2;2;3;1;3;3;3;3;1;1;3;1;2;3;1;2;3;2;3;1;3;3;3;3;2;3;2;3;2;1;3;1;1;2;3;3;3;3;3;3;2;3;2;1;1;1;3;3;2;1;2;2;2;2;3;1;2;3;1;1;1;2;2;3
USERGRP224;1;1;1;3;1;1;3;3;1;1;1;2;2;2;2;3;1;2;3;1;1;3;1;3;1;1;1;3;1;2;3;2;2;3;1;3;2;2;1;3;3;1;2;1;2;3;1;2;1;3;2;2;1;3;3;1;1;2;2;1;3;2;2;2;3;1;3;1;1;2;3;1;3;1;1;1;1;2;2;3;2;2;3;1;3;3;3;3;1;1;3;1;2;3;1;2;3;2;3;1;3;3;3;3;2;3;2;3
USERGRP225;3;1;2;1;1;2;2;1;3;3;1;1;3;1;1;3;3;2;2;1;1;1;2;2;3;1;2;1;2;3;3;1;1;3;1;1;1;1;1;3;1;1;3;3;1;1;1;2;2;2;2;3;1;2;3;1;1;3;1;3;1;1;1;3;1;2;3;2;2;3;1;3;2;2;1;3;3;1;2;1;2;3;1;2;1;3;2;2;1;3;3;1;1;2;2;1;3;2;2;2;3;1;3;1;1;2;3;1
USERGRP226;1;1;1;3;3;3;3;2;1;1;1;1;2;1;2;1;1;1;1;2;3;3;2;2;2;2;3;1;3;3;1;1;2;3;1;1;3;1;2;1;1;2;2;1;3;3;1;1;3;1;1;3;3;2;2;1;1;1;2;2;3;1;2;1;2;3;3;1;1;3;1;1;1;1;1;3;1;1;3;3;1;1;1;2;2;2;2;3;1;2;3;1;1;3;1;3;1;1;1;3;1;2;3;2;2;3;1;3
USERGRP227;3;1;3;2;3;1;2;1;2;2;3;3;2;2;1;3;2;1;3;1;3;3;1;1;1;3;2;2;2;1;1;1;3;1;1;3;1;1;1;3;3;3;3;2;1;1;1;1;2;1;2;1;1;1;1;2;3;3;2;2;2;2;3;1;3;3;1;1;2;3;1;1;3;1;2;1;1;2;2;1;3;3;1;1;3;1;1;3;3;2;2;1;1;1;2;2;3;1;2;1;2;3;3;1;1;3;1;1
USERGRP228;1;3;2;2;1;1;2;1;3;3;1;2;1;1;1;1;2;3;3;1;3;2;3;3;1;1;3;1;1;2;2;2;2;3;2;1;3;1;3;2;3;1;2;1;2;2;3;3;2;2;1;3;2;1;3;1;3;3;1;1;1;3;2;2;2;1;1;1;3;1;1;3;1;1;1;3;3;3;3;2;1;1;1;1;2;1;2;1;1;1;1;2;3;3;2;2;2;2;3;1;3;3;1;1;2;3;1;1
USERGRP229;2;2;3;2;3;2;3;2;1;2;1;2;3;2;1;3;1;1;2;1;1;3;1;2;1;2;1;3;1;1;1;3;2;2;1;2;1;3;2;2;1;1;2;1;3;3;1;2;1;1;1;1;2;3;3;1;3;2;3;3;1;1;3;1;1;2;2;2;2;3;2;1;3;1;3;2;3;1;2;1;2;2;3;3;2;2;1;3;2;1;3;1;3;3;1;1;1;3;2;2;2;1;1;1;3;1;1;3
USERGRP230;1;2;1;1;3;3;1;3;3;1;1;1;2;3;3;3;2;3;3;2;2;2;1;2;2;3;3;1;3;2;2;3;2;2;1;2;2;2;3;2;3;2;3;2;1;2;1;2;3;2;1;3;1;1;2;1;1;3;1;2;1;2;1;3;1;1;1;3;2;2;1;2;1;3;2;2;1;1;2;1;3;3;1;2;1;1;1;1;2;3;3;1;3;2;3;3;1;1;3;1;1;2;2;2;2;3;2;1
USERGRP231;3;2;1;1;2;3;1;1;2;1;3;3;2;1;1;3;3;1;2;3;3;1;1;2;1;3;1;1;2;3;2;1;2;2;2;1;1;2;1;1;3;3;1;3;3;1;1;1;2;3;3;3;2;3;3;2;2;2;1;2;2;3;3;1;3;2;2;3;2;2;1;2;2;2;3;2;3;2;3;2;1;2;1;2;3;2;1;3;1;1;2;1;1;3;1;2;1;2;1;3;1;1;1;3;2;2;1;2
USERGRP232;3;2;2;1;2;2;2;1;1;3;2;2;1;1;1;2;3;2;1;3;2;1;1;2;3;3;3;1;1;2;2;2;3;3;2;3;3;2;1;1;2;3;1;1;2;1;3;3;2;1;1;3;3;1;2;3;3;1;1;2;1;3;1;1;2;3;2;1;2;2;2;1;1;2;1;1;3;3;1;3;3;1;1;1;2;3;3;3;2;3;3;2;2;2;1;2;2;3;3;1;3;2;2;3;2;2;1;2
USERGRP233;3;3;2;1;2;2;2;1;3;2;3;3;1;2;1;2;1;2;1;3;2;2;3;2;2;2;2;3;3;2;3;1;3;1;2;3;3;2;2;1;2;2;2;1;1;3;2;2;1;1;1;2;3;2;1;3;2;1;1;2;3;3;3;1;1;2;2;2;3;3;2;3;3;2;1;1;2;3;1;1;2;1;3;3;2;1;1;3;3;1;2;3;3;1;1;2;1;3;1;1;2;3;2;1;2;2;2;1
USERGRP234;1;3;3;1;1;2;1;2;1;3;3;3;1;3;2;2;1;3;3;2;3;3;2;1;1;1;3;1;2;3;2;1;2;3;2;1;3;3;2;1;2;2;2;1;3;2;3;3;1;2;1;2;1;2;1;3;2;2;3;2;2;2;2;3;3;2;3;1;3;1;2;3;3;2;2;1;2;2;2;1;1;3;2;2;1;1;1;2;3;2;1;3;2;1;1;2;3;3;3;1;1;2;2;2;3;3;2;3
USERGRP235;1;3;1;2;1;3;3;2;2;1;3;1;1;2;2;2;3;2;2;2;3;2;3;2;2;3;3;2;3;2;2;3;2;2;2;1;1;3;3;1;1;2;1;2;1;3;3;3;1;3;2;2;1;3;3;2;3;3;2;1;1;1;3;1;2;3;2;1;2;3;2;1;3;3;2;1;2;2;2;1;3;2;3;3;1;2;1;2;1;2;1;3;2;2;3;2;2;2;2;3;3;2;3;1;3;1;2;3
USERGRP236;2;2;1;1;1;2;2;3;2;2;2;1;2;2;2;1;3;1;1;3;3;1;1;3;3;1;3;2;1;1;1;2;1;2;2;2;1;3;1;2;1;3;3;2;2;1;3;1;1;2;2;2;3;2;2;2;3;2;3;2;2;3;3;2;3;2;2;3;2;2;2;1;1;3;3;1;1;2;1;2;1;3;3;3;1;3;2;2;1;3;3;2;3;3;2;1;1;1;3;1;2;3;2;1;2;3;2;1
USERGRP237;3;1;2;2;2;2;3;3;1;2;2;2;2;3;3;1;3;2;2;3;1;2;1;3;2;3;2;3;3;3;1;1;3;3;3;1;2;2;1;1;1;2;2;3;2;2;2;1;2;2;2;1;3;1;1;3;3;1;1;3;3;1;3;2;1;1;1;2;1;2;2;2;1;3;1;2;1;3;3;2;2;1;3;1;1;2;2;2;3;2;2;2;3;2;3;2;2;3;3;2;3;2;2;3;2;2;2;1
USERGRP238;2;2;2;3;2;3;1;3;2;2;2;2;2;3;1;1;1;2;2;3;1;2;1;2;3;1;1;1;2;1;3;1;1;2;1;2;3;1;2;2;2;2;3;3;1;2;2;2;2;3;3;1;3;2;2;3;1;2;1;3;2;3;2;3;3;3;1;1;3;3;3;1;2;2;1;1;1;2;2;3;2;2;2;1;2;2;2;1;3;1;1;3;3;1;1;3;3;1;3;2;1;1;1;2;1;2;2;2
USERGRP239;3;2;3;3;3;2;1;1;2;3;1;3;2;2;1;3;3;2;3;3;1;2;2;1;2;1;2;2;1;2;2;2;2;2;2;1;2;2;2;3;2;3;1;3;2;2;2;2;2;3;1;1;1;2;2;3;1;2;1;2;3;1;1;1;2;1;3;1;1;2;1;2;3;1;2;2;2;2;3;3;1;2;2;2;2;3;3;1;3;2;2;3;1;2;1;3;2;3;2;3;3;3;1;1;3;3;3;1
USERGRP240;3;2;2;2;3;2;1;2;2;3;3;3;3;3;1;2;1;1;3;3;2;2;2;3;3;2;3;2;3;1;1;1;1;2;1;3;3;2;3;3;3;2;1;1;2;3;1;3;2;2;1;3;3;2;3;3;1;2;2;1;2;1;2;2;1;2;2;2;2;2;2;1;2;2;2;3;2;3;1;3;2;2;2;2;2;3;1;1;1;2;2;3;1;2;1;2;3;1;1;1;2;1;3;1;1;2;1;2
USERGRP241;1;3;1;2;2;3;1;2;1;3;1;1;3;1;3;2;1;2;3;1;2;1;1;1;3;1;2;1;2;1;1;3;1;1;3;1;3;2;2;2;3;2;1;2;2;3;3;3;3;3;1;2;1;1;3;3;2;2;2;3;3;2;3;2;3;1;1;1;1;2;1;3;3;2;3;3;3;2;1;1;2;3;1;3;2;2;1;3;3;2;3;3;1;2;2;1;2;1;2;2;1;2;2;2;2;2;2;1
USERGRP242;2;1;2;2;1;1;2;2;2;1;1;3;3;1;3;2;1;1;1;2;3;2;1;1;3;2;1;3;2;3;1;3;2;1;3;3;1;3;1;2;2;3;1;2;1;3;1;1;3;1;3;2;1;2;3;1;2;1;1;1;3;1;2;1;2;1;1;3;1;1;3;1;3;2;2;2;3;2;1;2;2;3;3;3;3;3;1;2;1;1;3;3;2;2;2;3;3;2;3;2;3;1;1;1;1;2;1;3
USERGRP243;3;3;3;2;2;2;3;3;1;2;2;3;1;3;1;3;1;1;1;3;3;1;2;1;3;1;2;3;2;3;3;3;1;3;3;3;2;1;2;2;1;1;2;2;2;1;1;3;3;1;3;2;1;1;1;2;3;2;1;1;3;2;1;3;2;3;1;3;2;1;3;3;1;3;1;2;2;3;1;2;1;3;1;1;3;1;3;2;1;2;3;1;2;1;1;1;3;1;2;1;2;1;1;3;1;1;3;1
